player_id,full_name,primary_pos,college,birth_date,first_year,last_year,career_seasons,total_career_games,career_passing_yards,career_rushing_yards,career_receiving_yards,career_tds,playoff_games,playoff_passing_yards,playoff_rushing_yards,playoff_receiving_yards,playoff_tds,def_solo_tackles,def_sacks,def_ints,draft_pick,pro_bowls,all_pros,hof_flag,height_in,weight_lb,forty_time,bench_press,vertical_jump,broad_jump,three_cone,twenty_shuttle,playoff_performance_bonus
00-0032298,Bronson Hill,RB,Eastern Michigan,1993-01-02,2015,2017,2,2,0,9,0,0,0,0,0,0,0,0,0.0,0,999,0,0,False,70.0,215.0,,,,,,,0.0
00-0007436,Greg Hill,RB,Texas A&M,1972-02-23,1994,1999,1,14,0,501,77,2,0,0,0,0,0,0,0.0,0,999,0,0,False,71.0,212.0,,,,,,,0.0
00-0025463,Jason Hill,WR,Washington State,1985-02-20,2007,2012,6,38,0,5,1045,9,0,0,0,0,0,0,0.0,0,999,0,0,False,72.0,202.0,4.32,,37.0,123.0,7.02,4.22,0.0
00-0031301,Jeremy Hill,RB,LSU,1992-10-20,2014,2018,5,55,0,2898,490,30,2,0,97,27,2,0,0.0,0,55,0,0,False,73.0,230.0,4.56,20.0,29.0,113.0,,,7.0
00-0030216,Josh Hill,TE,Idaho State; Boise State,1990-05-21,2013,2020,8,81,0,-16,1071,15,8,0,0,166,1,0,0.0,0,999,0,0,False,77.0,250.0,,,,,,,5.2
00-0038720,Julian Hill,TE,Campbell University,2000-07-09,2023,2025,1,6,0,0,48,0,0,0,0,0,0,0,0.0,0,999,0,0,False,76.0,251.0,,,,,,,0.0
00-0034975,Justice Hill,RB,Oklahoma State,1997-11-14,2019,2025,4,50,0,934,354,6,5,0,69,81,0,12,0.0,0,113,0,0,False,70.0,205.0,4.4,21.0,40.0,130.0,,,5.0
00-0036382,K.J. Hill,WR,Ohio State,1997-09-15,2020,2021,2,6,0,0,103,0,0,0,0,0,0,0,0.0,0,220,0,0,False,72.0,195.0,4.6,17.0,32.5,114.0,,,0.0
00-0036669,Kylin Hill,RB,Mississippi State,1998-08-18,2021,2022,2,5,0,31,5,0,0,0,0,0,0,1,0.0,0,256,0,0,False,70.0,214.0,4.51,22.0,36.0,122.0,7.13,4.35,0.0
00-0007447,Madre Hill,RB,Arkansas,1976-01-02,1999,2002,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0,999,0,0,False,71.0,199.0,,,,,,,0.0
00-0030320,Michael Hill,RB,Missouri Western,1989-05-14,2013,2015,1,3,0,23,23,0,0,0,0,0,0,0,0.0,0,999,0,0,False,70.0,210.0,,,,,,,0.0
00-0020679,Shaun Hill,QB,Maryland; Hutchinson CC,1980-01-09,2002,2016,11,48,8295,326,0,54,0,0,0,0,0,0,0.0,0,999,0,0,False,75.0,230.0,,,,,,,0.0
00-0028995,Stephen Hill,WR,Georgia Tech,1991-04-25,2012,2015,2,23,0,0,594,4,0,0,0,0,0,0,0.0,0,43,0,0,False,76.0,215.0,4.36,14.0,39.5,133.0,6.88,4.48,0.0
00-0033357,Taysom Hill,TE,BYU,1990-08-23,2017,2025,6,89,2348,2159,756,49,4,50,73,32,2,0,0.0,0,999,0,0,False,74.0,221.0,,,,,,,6.0
00-0033040,Tyreek Hill,WR,West Alabama; Garden City CC; Oklahoma State,1994-03-01,2016,2025,8,124,0,766,10139,83,15,0,96,1212,7,10,0.0,0,165,8,5,False,70.0,191.0,,,,,,,15.9
00-0029407,Will Hill,S,Florida,1990-03-07,2012,2015,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0,999,0,0,False,73.0,228.0,4.64,,31.0,123.0,,4.19,0.0
00-0034253,Dontrell Hilliard,RB,Tulane,1995-02-26,2018,2022,5,32,0,592,463,8,1,0,0,13,0,0,0.0,0,999,0,0,False,71.0,202.0,,,,,,,5.0
00-0007468,Ike Hilliard,WR,Florida,1976-04-05,1997,2008,10,137,0,122,5640,33,5,0,-1,285,2,0,0.0,0,999,0,0,False,71.0,210.0,,,,,,,5.8
00-0026344,Lex Hilliard,FB,Montana,1984-07-30,2008,2013,4,27,0,163,233,4,0,0,0,0,0,0,0.0,0,999,0,0,False,71.0,235.0,4.68,,32.0,122.0,7.01,4.2,0.0
00-0035013,Jon Hilliman,RB,Rutgers,1995-11-14,2019,2019,1,3,0,91,1,0,0,0,0,0,0,0,0.0,0,999,0,0,False,72.0,226.0,,,,,,,0.0
00-0026367,Peyton Hillis,RB,Arkansas,1986-01-21,2008,2014,7,67,13,2832,1050,26,0,0,0,0,0,10,0.0,0,227,0,0,False,74.0,250.0,4.64,26.0,30.5,117.0,7.15,,0.0
00-0029683,Ronnie Hillman,RB,San Diego State,1991-09-14,2012,2016,5,55,0,1976,524,13,5,0,145,27,0,0,0.0,0,67,0,0,False,70.0,195.0,4.42,17.0,37.0,,,,5.0
00-0035489,Wes Hills,RB,Slippery Rock; Delaware,1995-06-05,2019,2019,1,1,0,21,1,2,0,0,0,0,0,0,0.0,0,999,0,0,False,74.0,218.0,,,,,,,0.0
00-0029608,T.Y. Hilton,WR,Florida International,1989-11-14,2012,2022,11,146,0,55,9812,53,11,0,1,819,3,1,0.0,0,92,4,0,False,70.0,183.0,4.34,,,,,,15.5
00-0021712,Zach Hilton,TE,North Carolina,1980-07-02,2003,2006,1,11,0,0,396,1,0,0,0,0,0,0,0.0,0,999,0,0,False,80.0,268.0,4.83,24.0,35.0,112.0,7.26,4.33,0.0
00-0034367,Nyheim Hines,RB,N.C. State,1996-11-12,2018,2025,5,81,0,1202,1778,18,4,0,99,19,0,3,0.0,0,104,0,0,False,69.0,196.0,4.38,,35.5,119.0,7.18,4.35,5.0
00-0035642,Josh Hines-Allen,DE,Kentucky,1997-07-13,2019,2025,0,0,0,0,0,0,0,0,0,0,0,188,53.0,2,7,2,0,False,77.0,255.0,4.63,28.0,,118.0,7.15,4.23,0.0
00-0035864,Kendall Hinton,WR,Wake Forest,1997-02-19,2020,2022,3,22,14,20,486,1,0,0,0,0,0,0,0.0,0,999,0,0,False,72.0,195.0,,,,,,,0.0
00-0024345,Domenik Hixon,WR,Akron,1984-10-08,2006,2013,6,48,0,18,1460,7,1,0,0,37,0,27,0.0,0,130,0,0,False,74.0,205.0,,,,,,,5.0
00-0007520,Leroy Hoard,RB,Michigan,1968-05-15,1990,1999,1,15,0,555,166,10,2,0,52,15,1,0,0.0,0,999,0,0,False,71.0,225.0,,,,,,,6.0
00-0023519,Ellis Hobbs,CB,Iowa State,1983-05-16,2005,2010,3,3,0,0,0,0,0,0,0,0,0,0,0.0,0,999,0,0,False,69.0,195.0,4.45,12.0,42.0,124.0,6.8,4.07,0.0
00-0007530,Billy Joe Hobert,QB,Washington,1971-01-08,1993,2000,1,9,965,47,0,7,0,0,0,0,0,0,0.0,0,999,0,0,False,75.0,230.0,,,,,,,0.0
00-0035229,T.J. Hockenson,TE,Iowa,1997-07-03,2019,2025,5,72,0,0,3547,23,1,0,0,129,0,2,0.0,0,8,2,0,False,77.0,248.0,4.7,17.0,37.5,123.0,7.02,4.18,5.0
00-0019338,Damon Hodge,WR,Alabama State,1977-02-16,2000,2000,1,3,0,0,60,0,0,0,0,0,0,0,0.0,0,999,0,0,False,73.0,192.0,,,,,,,0.0
00-0034854,KhaDarel Hodge,WR,Prairie View A&M; Hinds CC; Alcorn State,1994-01-03,2018,2025,6,49,0,0,864,1,0,0,0,0,0,0,0.0,0,999,0,0,False,74.0,210.0,,,,,,,0.0
00-0035577,Devlin Hodges,QB,Samford,1996-04-12,2019,2020,1,8,1063,68,0,5,0,0,0,0,0,0,0.0,0,999,0,0,False,73.0,210.0,,,,,,,0.0
00-0023642,Reggie Hodges,P,Ball State,1982-01-26,2005,2012,2,2,0,68,0,0,0,0,0,0,0,0,0.0,0,999,0,0,False,72.0,220.0,4.88,,,,,,0.0
00-0036165,Isaiah Hodgins,WR,Oregon State,1998-10-21,2020,2025,2,23,0,0,622,7,2,0,0,108,1,0,0.0,0,207,0,0,False,75.0,201.0,4.61,9.0,36.5,124.0,7.01,4.12,6.0
00-0007546,James Hodgins,RB,San Jose State,1977-04-30,1999,2006,6,35,0,31,178,4,2,0,3,12,1,0,0.0,0,999,0,0,False,73.0,275.0,,,,,,,6.0
00-0028237,Chris Hogan,WR,Monmouth; Penn State,1987-10-24,2011,2021,9,87,4,30,2836,19,9,0,4,542,4,0,0.0,0,999,0,0,False,73.0,210.0,,,,,,,5.9
00-0032784,Kevin Hogan,QB,Stanford,1992-10-20,2016,2022,2,7,621,176,0,5,0,0,0,0,0,0,0.0,0,162,0,0,False,75.0,218.0,4.78,,32.5,113.0,6.9,4.31,0.0
00-0033604,Krishawn Hogan,WR,Marian; Walsh,1995-05-12,2017,2020,1,1,0,0,4,0,0,0,0,0,0,0,0.0,0,999,0,0,False,75.0,217.0,,,,,,,0.0
00-0007576,Kelly Holcomb,QB,Middle Tennessee State,1973-07-09,1996,2007,6,32,5458,25,0,39,1,429,3,0,3,0,0.0,0,999,0,0,False,74.0,216.0,,,,,,,11.0
00-0007579,Robert Holcombe,FB,Illinois,1975-12-11,1998,2004,6,66,0,910,528,12,5,0,56,53,0,0,0.0,0,999,0,0,False,71.0,220.0,,,,,,,5.0
00-0023222,Carlyle Holiday,WR,Notre Dame,1981-10-04,2005,2007,1,4,0,0,126,0,0,0,0,0,0,0,0.0,0,999,0,0,False,74.0,217.0,,,,,,,0.0
00-0024609,Jesse Holley,WR,North Carolina,1984-01-08,2007,2011,1,4,0,0,169,0,0,0,0,0,0,0,0.0,0,999,0,0,False,74.0,220.0,,,,,,,0.0
00-0027606,Trindon Holliday,WR,LSU,1986-04-27,2010,2014,2,5,0,7,17,0,1,0,0,0,0,0,0.0,0,999,0,0,False,65.0,166.0,4.34,10.0,42.0,116.0,6.54,4.48,5.0
00-0022116,Tony Hollings,RB,Georgia Tech,1981-12-01,2003,2005,2,12,0,149,71,0,0,0,0,0,0,0,0.0,0,999,0,0,False,70.0,218.0,,,,,,,0.0
00-0035104,Alexander Hollins,WR,Eastern Illinois,1996-11-24,2019,2021,1,2,0,0,46,0,1,0,0,0,0,0,0.0,0,999,0,0,False,72.0,166.0,,,,,,,5.0
00-0033555,Mack Hollins,WR,North Carolina,1993-09-16,2017,2025,6,67,4,40,1691,10,2,0,0,9,0,20,0.0,0,118,0,0,False,76.0,221.0,4.53,,,,,,5.0
00-0033386,Cody Hollister,WR,Arkansas,1993-11-18,2017,2022,4,9,0,0,112,0,0,0,0,0,0,0,0.0,0,999,0,0,False,76.0,216.0,,,,,,,0.0
00-0033387,Jacob Hollister,TE,Wyoming; Arizona Western,1993-11-18,2017,2022,5,40,0,5,707,7,4,0,0,63,0,0,0.0,0,999,0,0,False,76.0,245.0,,,,,,,5.0
00-0020373,Jabari Holloway,TE,Notre Dame,1978-12-18,2001,2003,2,12,0,0,157,0,0,0,0,0,0,0,0.0,0,999,0,0,False,74.0,260.0,4.91,20.0,38.5,113.0,7.14,4.4,0.0
00-0028263,Andre Holmes,WR,Hillsdale,1988-06-16,2011,2018,7,75,0,0,1744,15,1,0,0,50,1,0,0.0,0,999,0,0,False,76.0,210.0,4.51,11.0,35.0,130.0,6.69,4.31,7.0
00-0031884,Gabe Holmes,TE,Purdue,1991-03-29,2015,2018,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0,999,0,0,False,77.0,255.0,,,,,,,0.0
00-0023163,Alex Holmes,TE,USC,1981-08-22,2005,2005,1,1,0,0,2,0,0,0,0,0,0,0,0.0,0,999,0,0,False,73.0,265.0,5.04,18.0,,,,,0.0
00-0007661,Priest Holmes,RB,Texas,1973-10-07,1997,2007,8,88,0,7112,2665,86,4,0,221,36,2,0,0.0,0,999,0,0,False,69.0,213.0,,,,,,,6.0
00-0024240,Santonio Holmes,WR,Ohio State,1984-03-03,2006,2014,9,107,0,89,6030,36,7,0,7,402,5,0,0.0,0,25,0,0,False,71.0,192.0,4.35,,,,,,6.4
00-0024174,Glenn Holt,WR,Kentucky,1984-07-31,2006,2008,3,10,0,2,165,2,0,0,0,0,0,0,0.0,0,999,0,0,False,73.0,193.0,,,,,,,0.0
00-0007681,Torry Holt,WR,N.C. State,1976-06-05,1999,2009,11,172,0,57,13299,73,10,0,0,630,4,0,0.0,0,999,0,0,False,72.0,200.0,,,,,,,15.8
00-0032935,Johnny Holton,WR,Cincinnati; College of DuPage,1991-08-22,2016,2020,4,22,0,52,273,3,1,0,0,0,0,0,0.0,0,999,0,0,False,75.0,190.0,4.54,8.0,31.5,123.0,,,5.0
00-0032986,J.P. Holtz,TE,Pittsburgh,1993-08-28,2016,2023,2,6,0,0,91,0,0,0,0,0,0,0,0.0,0,999,0,0,False,75.0,255.0,,,,,,,0.0
00-0035594,Travis Homer,RB,Miami,1998-08-07,2019,2025,5,34,0,453,464,3,2,0,25,32,0,24,0.0,0,204,0,0,False,70.0,211.0,4.48,17.0,39.5,130.0,7.07,4.31,5.0
00-0021503,Roderick Hood,CB,Auburn,1981-10-03,2003,2011,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0,999,0,0,False,71.0,201.0,,,,,,,0.0
00-0035632,Amani Hooker,SAF,Iowa,1998-06-14,2019,2025,3,3,0,6,6,0,1,0,0,28,0,243,0.0,12,116,0,0,False,71.0,210.0,4.48,14.0,37.0,123.0,6.81,4.1,5.0
00-0027732,Michael Hoomanawanui,TE,Illinois,1988-07-04,2010,2018,7,52,0,0,646,8,5,0,0,92,0,2,0.0,0,132,0,0,False,76.0,265.0,4.77,25.0,,,,,5.0
00-0032392,Austin Hooper,TE,Stanford,1994-10-29,2016,2025,8,117,0,0,3702,25,7,0,0,145,2,3,0.0,0,81,2,0,False,76.0,254.0,4.72,19.0,33.0,117.0,7.0,4.32,5.6
00-0019100,Brad Hoover,FB,Western Carolina,1976-11-11,2000,2009,10,115,0,958,1042,9,7,0,12,64,1,0,0.0,0,999,0,0,False,72.0,245.0,,,,,,,5.3
00-0021219,Chris Hope,S,Florida State,1980-09-29,2002,2012,1,1,0,0,81,1,0,0,0,0,0,0,0.0,0,999,0,0,False,72.0,208.0,4.58,28.0,,113.0,,,0.0
00-0036424,Brycen Hopkins,TE,Purdue,1997-03-27,2020,2023,3,12,0,0,196,0,1,0,0,47,0,1,0.0,0,136,0,0,False,76.0,245.0,4.66,21.0,33.5,116.0,7.25,4.28,5.0
00-0030564,DeAndre Hopkins,WR,Clemson,1992-06-06,2013,2025,11,162,6,21,12355,79,6,0,0,446,1,2,0.0,0,27,5,3,False,73.0,210.0,4.57,15.0,36.0,115.0,,4.5,5.3
00-0021424,Chris Horn,WR,Rocky Mountain College,1977-07-13,2003,2005,2,13,0,12,365,1,0,0,0,0,0,0,0.0,0,999,0,0,False,71.0,195.0,,,,,,,0.0
00-0036944,Jaycee Horn,CB,South Carolina,1999-11-26,2021,2025,0,0,0,0,0,0,0,0,0,0,0,109,2.0,5,8,1,0,False,73.0,200.0,4.39,19.0,41.5,133.0,,,0.0
00-0007744,Joe Horn,WR,Itawamba JC,1972-01-16,1996,2007,9,127,14,47,8451,57,1,0,0,0,0,0,0.0,0,999,0,0,False,73.0,208.0,,,,,,,5.0
00-0007749,Tony Horne,WR,Clemson,1976-03-21,1998,2000,2,9,0,6,32,2,1,0,0,0,0,0,0.0,0,999,0,0,False,69.0,173.0,,,,,,,5.0
00-0027308,Jeremy Horne,WR,UMass Amherst; Syracuse,1986-10-25,2010,2011,2,3,0,5,0,0,0,0,0,0,0,0,0.0,0,999,0,0,False,74.0,193.0,,,,,,,0.0
00-0035562,Jesper Horsted,TE,Princeton,1997-02-27,2019,2023,4,11,0,0,131,3,0,0,0,0,0,0,0.0,0,999,0,0,False,75.0,237.0,,,,,,,0.0
00-0037331,Zander Horvath,RB,Purdue,1998-12-10,2022,2023,1,8,0,8,8,2,0,0,0,0,0,1,0.0,0,260,0,0,False,75.0,230.0,,,,,,,0.0
00-0030865,Gator Hoskins,TE,Marshall,1991-12-19,2014,2014,1,4,0,0,21,0,0,0,0,0,0,0,0.0,0,999,0,0,False,73.0,248.0,,,,,,,0.0
00-0020438,T.J. Houshmandzadeh,WR,Oregon State; Cerritos College,1977-09-26,2001,2011,10,133,0,142,7237,45,3,0,0,91,1,0,0.0,0,999,0,0,False,74.0,203.0,,,,,,,5.7
00-0028007,Rob Housler,TE,Florida Atlantic,1988-03-17,2011,2015,5,51,0,1,1166,1,1,0,0,0,0,0,0.0,0,999,0,0,False,77.0,250.0,4.46,22.0,37.0,117.0,6.9,4.21,5.0
00-0023615,Cedric Houston,RB,Tennessee,1982-06-28,2005,2006,2,17,0,676,109,7,1,0,0,0,0,0,0.0,0,999,0,0,False,72.0,220.0,4.61,,,,,,5.0
00-0037570,Dennis Houston,WR,Western Illinois,1999-04-24,2022,2025,1,2,0,0,16,0,0,0,0,0,0,0,0.0,0,999,0,0,False,73.0,190.0,,,,,,,0.0
00-0028008,Justin Houston,OLB,Georgia,1989-01-21,2011,2023,0,0,0,0,0,0,0,0,0,0,0,409,112.0,5,70,4,1,False,75.0,270.0,4.62,30.0,36.5,125.0,6.95,4.37,0.0
00-0032790,DeAndre Houston-Carson,DB,William & Mary,1993-04-13,2016,2023,1,1,0,0,0,0,0,0,0,0,0,118,0.0,5,185,0,0,False,72.0,202.0,4.54,13.0,32.5,115.0,7.15,4.28,0.0
00-0007795,Chris Howard,RB,Michigan,1975-05-02,1998,2000,2,8,0,107,34,1,1,0,54,0,1,0,0.0,0,999,0,0,False,70.0,221.0,,,,,,,7.0
00-0007798,Desmond Howard,WR,Michigan,1970-05-15,1992,2002,3,14,0,25,147,1,0,0,0,0,0,0,0.0,0,999,0,0,False,70.0,188.0,,,,,,,0.0
00-0032780,Jordan Howard,RB,Indiana; UAB,1994-11-02,2016,2022,7,71,0,4362,653,39,2,0,35,7,0,1,0.0,0,150,1,0,False,72.0,222.0,4.57,16.0,34.0,122.0,,,5.0
00-0033879,O.J. Howard,TE,Alabama,1994-11-18,2017,2022,6,59,0,0,1882,17,2,0,0,10,0,0,0.0,0,19,0,0,False,78.0,251.0,4.51,22.0,30.0,121.0,6.85,4.16,5.0
00-0033050,Xavien Howard,CB,Baylor,1993-07-04,2016,2025,0,0,0,0,0,0,0,0,0,0,0,258,2.0,29,38,4,1,False,73.0,203.0,4.58,11.0,33.0,122.0,7.18,4.15,0.0
00-0028895,Delano Howell,FS,Stanford,1989-11-17,2012,2014,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0,999,0,0,False,71.0,196.0,4.61,21.0,33.0,120.0,6.97,4.15,0.0
00-0034449,Buddy Howell,RB,Florida Atlantic,1996-03-27,2018,2021,3,5,0,85,3,0,0,0,0,0,0,0,0.0,0,999,0,0,False,73.0,218.0,,,,,,,0.0
00-0020482,John Howell,DB,Colorado State,1978-04-28,2001,2006,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0,999,0,0,False,72.0,210.0,4.64,14.0,37.0,121.0,6.87,4.12,0.0
00-0037077,Sam Howell,QB,North Carolina,2000-09-16,2022,2025,2,18,4115,298,4,28,0,0,0,0,0,0,0.0,0,144,0,0,False,73.0,225.0,,,,,,,0.0
00-0022032,Keenan Howry,WR,Oregon,1981-06-17,2003,2005,2,2,0,0,18,0,0,0,0,0,0,0,0.0,0,999,0,0,False,70.0,172.0,4.56,,31.5,114.0,7.34,4.28,0.0
00-0026625,Brian Hoyer,QB,Michigan State,1985-10-13,2009,2023,15,75,10899,112,0,55,2,136,-2,0,0,0,0.0,0,999,0,0,False,74.0,216.0,5.02,,32.0,109.0,7.1,4.42,5.0
00-0007832,Bobby Hoying,QB,Ohio State,1972-09-20,1996,2001,2,3,10,-6,0,0,2,107,11,0,0,0,0.0,0,999,0,0,False,75.0,220.0,,,,,,,5.0
00-0023891,Oliver Hoyte,FB,N.C. State,1984-10-05,2006,2007,2,3,0,0,12,0,0,0,0,0,0,0,0.0,0,999,0,0,False,75.0,252.0,4.93,19.0,32.0,112.0,7.47,4.3,0.0
00-0007834,Brock Huard,QB,Washington,1976-04-15,1999,2004,3,8,657,49,0,4,1,17,0,0,0,0,0.0,0,999,0,0,False,76.0,232.0,,,,,,,5.0
00-0007835,Damon Huard,QB,Washington,1973-07-09,1997,2008,7,40,6193,148,-6,33,1,46,0,0,0,0,0.0,0,999,0,0,False,75.0,218.0,,,,,,,5.0
00-0036555,Chuba Hubbard,RB,Oklahoma State,1999-06-11,2021,2025,3,45,0,1980,578,13,0,0,0,0,0,4,0.0,0,126,0,0,False,73.0,210.0,4.48,20.0,36.0,120.0,7.24,4.26,0.0
00-0026331,Paul Hubbard,WR,Wisconsin,1985-06-12,2008,2010,1,1,0,0,8,0,0,0,0,0,0,0,0.0,0,999,0,0,False,74.0,225.0,4.49,15.0,29.5,126.0,,,0.0
00-0034834,Sam Hubbard,DE,Ohio State,1995-06-29,2018,2024,1,1,0,0,0,0,0,0,0,0,0,236,38.5,1,77,0,0,False,77.0,265.0,,,35.0,116.0,6.84,4.32,0.0
00-0027103,Kevin Huber,P,Cincinnati,1985-07-16,2009,2022,3,3,0,-1,0,0,0,0,0,0,0,4,0.0,0,142,1,0,False,73.0,210.0,4.87,,,,,,0.0
00-0034613,Tanner Hudson,TE,Southern Arkansas; Memphis,1994-11-12,2018,2025,4,26,0,0,551,1,1,0,0,0,0,0,0.0,0,999,0,0,False,77.0,241.0,,,,,,,5.0
00-0036173,Tommy Hudson,TE,Arizona State,1997-02-22,2020,2023,1,4,0,0,31,0,0,0,0,0,0,0,0.0,0,999,0,0,False,75.0,255.0,,,,,,,0.0
00-0036564,Talanoa Hufanga,SAF,USC,2000-02-01,2021,2025,0,0,0,0,0,0,1,0,0,0,0,149,2.0,7,180,1,1,False,72.0,200.0,4.65,,,,,,5.0
00-0030990,Josh Huff,WR,Oregon,1991-10-14,2014,2016,3,32,0,22,523,4,0,0,0,0,0,4,0.0,0,86,0,0,False,71.0,206.0,4.51,14.0,35.5,116.0,,,0.0
00-0020360,Orlando Huff,OLB,Fresno State; Eastern Arizona,1978-08-14,2001,2006,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0,999,0,0,False,75.0,236.0,4.7,16.0,,,,,0.0
00-0018976,J.J. Huggins,TE,Alabama State,1976-03-29,2001,2001,1,7,0,0,36,0,0,0,0,0,0,0,0.0,0,999,0,0,False,75.0,245.0,,,,,,,0.0
00-0026819,Kareem Huggins,RB,Hofstra,1986-05-24,2009,2013,1,2,0,11,7,0,0,0,0,0,0,0,0.0,0,999,0,0,False,69.0,198.0,,,,,,,0.0
00-0026100,Nate Hughes,WR,Alcorn State,1985-01-18,2008,2011,1,5,0,0,70,1,0,0,0,0,0,0,0.0,0,999,0,0,False,74.0,195.0,,,,,,,0.0
00-0028345,Robert Hughes,RB,Notre Dame,1989-06-21,2011,2015,3,14,0,16,149,0,1,0,0,6,0,0,0.0,0,999,0,0,False,71.0,235.0,,,,,,,5.0
00-0038397,Evan Hull,RB,Northwestern,2000-10-26,2023,2025,1,1,0,1,6,0,0,0,0,0,0,0,0.0,0,176,0,0,False,70.0,209.0,,,,,,,0.0
00-0035406,Lil'Jordan Humphrey,WR,Texas,1998-04-19,2019,2025,5,24,0,0,477,6,1,0,0,14,0,0,0.0,0,999,0,0,False,76.0,225.0,4.75,13.0,33.5,119.0,7.09,4.29,5.0
00-0033281,Marlon Humphrey,CB,Alabama,1996-07-08,2017,2025,0,0,0,0,0,0,0,0,0,0,0,353,6.0,19,16,4,2,False,72.0,210.0,4.41,10.0,,125.0,6.75,,0.0
00-0023210,Tory Humphrey,TE,Central Michigan,1983-01-20,2005,2011,3,10,0,0,181,0,0,0,0,0,0,0,0.0,0,999,0,0,False,74.0,255.0,,,,,,,0.0
00-0032009,Adam Humphries,WR,Clemson,1993-06-24,2015,2021,7,94,0,36,3314,13,1,0,0,25,0,0,0.0,0,999,0,0,False,71.0,195.0,,,,,,,5.0
00-0031589,Brett Hundley,QB,UCLA,1993-06-15,2015,2022,3,18,1902,309,10,11,1,0,14,0,0,0,0.0,0,147,0,0,False,75.0,226.0,4.63,,36.0,120.0,6.93,3.98,5.0
00-0007924,James Hundon,WR,Portland State; City College (SF),1971-04-09,1996,1999,1,1,0,0,5,0,0,0,0,0,0,0,0.0,0,999,0,0,False,73.0,173.0,,,,,,,0.0
00-0031743,Akeem Hunt,RB,Purdue,1993-02-22,2015,2017,3,20,0,228,99,0,2,0,0,15,0,0,0.0,0,999,0,0,False,70.0,185.0,,,,,,,5.0
00-0025477,Tony Hunt,RB,Penn State,1985-11-24,2007,2008,2,9,0,25,42,2,0,0,0,0,0,0,0.0,0,999,0,0,False,73.0,227.0,4.68,24.0,,,,,0.0
00-0033923,Kareem Hunt,RB,Toledo,1995-08-06,2017,2025,7,91,0,4436,1890,57,4,0,148,29,6,0,0.0,0,86,1,0,False,71.0,216.0,4.62,18.0,36.5,119.0,,,8.0
00-0031565,Danielle Hunter,DE,LSU,1994-10-29,2015,2025,0,0,0,0,0,0,0,0,0,0,0,347,99.5,0,88,5,0,False,77.0,263.0,4.57,25.0,,,,,0.0
00-0021313,Javin Hunter,WR,Notre Dame,1980-05-09,2002,2003,1,7,0,9,35,0,0,0,0,0,0,0,0.0,0,999,0,0,False,71.0,190.0,4.47,,41.0,129.0,6.84,4.04,0.0
00-0030521,Justin Hunter,WR,Tennessee,1991-05-20,2013,2018,6,52,0,0,1349,13,0,0,0,0,0,0,0.0,0,34,0,0,False,76.0,203.0,4.44,,39.5,136.0,,4.33,0.0
00-0028053,Kendall Hunter,RB,Oklahoma State,1988-09-16,2011,2015,4,43,0,1204,268,7,5,0,101,13,0,6,0.0,0,115,0,0,False,67.0,199.0,4.46,24.0,35.0,122.0,6.74,4.21,5.0
00-0022000,Wayne Hunter,OT,Hawaii; California,1981-07-02,2003,2012,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0,999,0,0,False,77.0,318.0,5.08,37.0,31.0,104.0,7.72,4.57,0.0
00-0036829,Caleb Huntley,RB,Ball State,1998-09-15,2021,2022,1,12,0,366,3,1,0,0,0,0,0,0,0.0,0,999,0,0,False,70.0,229.0,,,,,,,0.0
00-0036278,Jason Huntley,RB,New Mexico State,1998-04-20,2020,2023,2,4,0,70,0,0,0,0,0,0,0,0,0.0,0,172,0,0,False,69.0,195.0,,,,,,,0.0
00-0007969,Richard Huntley,RB,Winston Salem State University,1972-09-18,1996,2002,4,43,0,1455,427,14,0,0,0,0,0,0,0.0,0,999,0,0,False,71.0,225.0,,,,,,,0.0
00-0035993,Tyler Huntley,QB,Utah,1998-02-03,2020,2025,4,19,1957,509,0,11,2,286,86,0,2,0,0.0,0,999,0,0,False,73.0,204.0,,,,,,,7.0
00-0023953,Sam Hurd,WR,Northern Illinois,1985-04-24,2006,2011,5,36,0,0,739,2,0,0,0,0,0,0,0.0,0,999,0,0,False,75.0,200.0,,,,,,,0.0
00-0030821,Allen Hurns,WR,Miami,1991-11-12,2014,2021,6,79,0,0,3380,25,4,0,0,106,0,0,0.0,0,999,0,0,False,75.0,195.0,4.55,14.0,31.0,120.0,7.23,4.5,5.0
00-0034830,Hayden Hurst,TE,South Carolina,1993-08-24,2018,2024,6,75,0,0,1902,15,5,0,0,194,2,2,0.0,0,25,0,0,False,76.0,245.0,4.67,,31.5,120.0,7.19,4.37,5.8
00-0036389,Jalen Hurts,QB,Oklahoma; Alabama,1998-08-07,2020,2025,4,61,11764,2503,3,108,5,1087,187,0,10,2,0.0,0,53,2,0,False,73.0,223.0,4.59,,35.0,125.0,,,9.0
00-0019622,Todd Husak,QB,Stanford,1978-07-06,2000,2002,1,1,-2,-1,0,0,0,0,0,0,0,0,0.0,0,999,0,0,False,75.0,216.0,5.2,,27.5,99.0,7.17,4.41,0.0
